CON_TICKET_ID,VIC_DESCRIPTION,CLM_DESCRIPTION,CON_ISSUE_DATE,VKL_DESCRIPTION
S200301764,Parking Without Authorization,Acute Care Unit Lot,15-10-09,Volvo
S200301765,Parking Without Authorization,Marine Drive Meters,15-10-09,Acura
S200301766,Parking Without Authorization,Marine Drive Meters,15-10-09,Honda
S200301767,Parking in Improper Location,West Parkade,15-10-09,Dodge
S200301768,Parking Without Authorization,West Parkade,15-10-09,Toyota
S200301769,Parking Without Authorization,Winter Sports Lot,15-10-09,Chrysler
S200301770,Parking Without Authorization,Winter Sports Lot,15-10-09,Acura
S200301771,Parking Without Authorization,Winter Sports Lot,15-10-09,Mini
S200301772,Parking Without Authorization,Thunderbird Parkade,15-10-09,Ford
S200301773,Parking Without Authorization,Thunderbird Parkade,15-10-09,Subaru
S200301774,Parking Without Authorization,Thunderbird Parkade,15-10-09,Subaru
S200301775,Parking Without Authorization,Wesbrook Mall,15-10-09,BMW
S200301776,Parking Without Authorization,Wesbrook Mall,15-10-09,Mazda
S200301777,Parking Without Authorization,Thunderbird Crescent,15-10-13,Toyota
S200301778,Parking Without Authorization,Winter Sports Lot,15-10-13,Volkswagen
S200301779,Parking Without Authorization,Winter Sports Lot,15-10-13,Volvo
S200301780,Parking Without Authorization,Winter Sports Lot,15-10-13,Dodge
S200301781,Parking Without Authorization,Winter Sports Lot,15-10-13,Ford
S200301782,Parking Without Authorization,Winter Sports Lot,15-10-13,Ford
S200301783,Parking Without Authorization,Winter Sports Lot,15-10-13,BMW
S200301784,Parking Without Authorization,Totem Park Residence,15-10-13,Ford
S200301785,Parking Without Authorization,Wesbrook Mall,15-10-13,Saturn
S200301786,Parking Without Authorization,Stadium Lot,15-10-13,Infiniti
S200301787,Parking Without Authorization,Acute Care Unit Lot,15-10-13,BMW
S200301788,Parking Without Authorization,Totem Park Residence,15-10-13,Infiniti
S200301789,Parking Without Authorization,Winter Sports Lot,15-10-13,Kia
S200301790,Parking Without Authorization,East Mall Road,15-10-13,Ford
S200301791,Parking Without Authorization,East Mall Road,15-10-13,Mini
S200301792,Parking Without Authorization,East Mall Road,15-10-13,Toyota
S200301793,Parking Without Authorization,East Mall Road,15-10-13,Ford
S200301794,Parking Without Authorization,East Mall Road,15-10-13,Mercendes-Benz
S200301795,Parking Without Authorization,East Mall Road,15-10-13,Nissan
S200301796,Parking Without Authorization,East Mall Road,15-10-13,Audi
S200301797,Parking Without Authorization,Winter Sports Lot,15-10-13,Dodge
S200301798,Parking Without Authorization,Wesbrook Mall,15-10-13,Honda
S200301799,Parking Without Authorization,Thunderbird Crescent,15-10-13,Mazda
S200301800,Parking Without Authorization,B4 LOT,15-10-13,Mercendes-Benz
S200301801,Parking Without Authorization,East Mall Road,15-10-13,Mazda
S200301802,Parking Without Authorization,East Mall Road,15-10-13,Ford
S200301803,Parking Without Authorization,Wesbrook Mall,15-10-13,Mazda
S200301804,Parking Without Authorization,East Mall Road,15-10-14,Volkswagen
S200301805,Parking Without Authorization,Winter Sports Lot,15-10-14,Dodge
S200301806,Parking Without Authorization,Winter Sports Lot,15-10-14,Audi
S200301807,Parking Without Authorization,C2 LOT,15-10-14,Dodge
S200301808,Parking Without Authorization,C2 LOT,15-10-14,Acura
S200301809,Parking Without Authorization,Totem Meters,15-10-14,Mercendes-Benz
S200301810,Disobeyed Permit Conditions,B4 LOT,15-10-14,Subaru
S200301811,Disobeyed Permit Conditions,B4 LOT,15-10-14,Toyota
S200301812,Parking Without Authorization,East Mall Road,15-10-14,Hyundai
S200301813,Parking Without Authorization,East Mall Road,15-10-14,Ford
S200301814,Parking Without Authorization,Wesbrook Mall,15-10-14,Acura
S200301815,Parking Without Authorization,Wesbrook Mall,15-10-14,Mazda
S200301816,Parking Without Authorization,Winter Sports Lot,15-10-14,BMW
S200301817,Parking Without Authorization,Winter Sports Lot,15-10-14,BMW
S200301818,Parking Without Authorization,Winter Sports Lot,15-10-14,Ford
S200301819,Parking Without Authorization,Totem Meters,15-10-14,Toyota
S200301820,Parking Without Authorization,East Mall Road,15-10-14,Audi
S200301821,Parking Without Authorization,East Mall Road,15-10-14,Volkswagen
S200301822,Parking Without Authorization,C2 LOT,15-10-14,Buick
S200301823,Parking Without Authorization,Winter Sports Lot,15-10-14,Chevrolet
S200301824,Parking Without Authorization,Winter Sports Lot,15-10-14,Chevrolet
S200301825,Parking Without Authorization,Wesbrook Mall,15-10-14,Volkswagen
S200301826,Parking Without Authorization,East Mall Road,15-10-14,Land Rover
S200301827,Parking Without Authorization,East Mall Road,15-10-14,Ford
S200301828,Parking Without Authorization,East Mall Road,15-10-14,Mazda
S200301829,Parking Without Authorization,Wesbrook Mall,15-10-14,Dodge
S200301830,Parking Without Authorization,Wesbrook Mall,15-10-14,Honda
S200301831,Parking Without Authorization,Wesbrook Mall,15-10-14,Kia
S200301832,Parking Without Authorization,Stadium Lot,15-10-14,Nissan
S200301833,Parking Without Authorization,Stadium Lot,15-10-14,Honda
S200301834,Parking Without Authorization,Stadium Lot,15-10-14,Mazda
S200301835,Parking Without Authorization,Stadium Lot,15-10-14,Honda
S200301836,Parking Without Authorization,Stadium Lot,15-10-14,Audi
S200301837,Parking Without Authorization,East Mall Road,15-10-14,Honda
S200301838,Parking Without Authorization,East Mall Road,15-10-14,Nissan
S200301839,Parking Without Authorization,East Mall Road,15-10-14,Lexus
S200301840,Parking Without Authorization,B4 LOT,15-10-15,Toyota
S200301841,Parking in Improper Location,B4 LOT,15-10-15,Chevrolet
S200301842,Parking Without Authorization,Winter Sports Lot,15-10-15,BMW
S200301843,Parking Without Authorization,Winter Sports Lot,15-10-15,General Motors
S200301844,Parking Without Authorization,Winter Sports Lot,15-10-15,Honda
S200301845,Parking Without Authorization,Winter Sports Lot,15-10-15,Mazda
S200301846,Parking Without Authorization,Wesbrook Mall,15-10-15,Subaru
S200301847,Parking Without Authorization,C2 LOT,15-10-15,Honda
S200301848,Parking Without Authorization,C2 LOT,15-10-15,Ford
S200301849,Parking Without Authorization,East Mall Road,15-10-15,Honda
S200301850,Parking Without Authorization,East Mall Road,15-10-15,Toyota
S200301851,Parking Without Authorization,East Mall Road,15-10-15,Subaru
S200301852,Parking Without Authorization,East Mall Road,15-10-15,Ford
S200301853,Parking Without Authorization,Winter Sports Lot,15-10-15,Honda
S200301854,Parking Without Authorization,Winter Sports Lot,15-10-15,General Motors
S200301855,Parking in Improper Location,Wright Field Lot,15-10-15,Dodge
S200301856,Parking in Improper Location,Wright Field Lot,15-10-15,Honda
S200301857,Parking in Improper Location,Wright Field Lot,15-10-15,Honda
S200301858,Parking Without Authorization,C2 LOT,15-10-15,General Motors
S200301859,Parking Without Authorization,B4 LOT,15-10-15,Jeep
S200301860,Parking Without Authorization,B4 LOT,15-10-15,Mazda
S200301861,Parking Without Authorization,East Mall Road,15-10-15,Lexus
S200301862,Parking Without Authorization,East Mall Road,15-10-15,Subaru
S200301863,Parking Without Authorization,East Mall Road,15-10-15,Ford
S200301864,Parking Without Authorization,East Mall Road,15-10-15,Mazda
S200301865,Parking in Improper Location,Thunderbird Residence,15-10-15,Nissan
S200301866,Parking Without Authorization,Stadium Lot,15-10-15,Honda
S200301867,Parking Without Authorization,Stadium Lot,15-10-15,Lexus
S200301868,Parking Without Authorization,Thunderbird Crescent,15-10-16,Volkswagen
S200301869,Parking Without Authorization,Winter Sports Lot,15-10-16,Dodge
S200301870,Parking Without Authorization,C2 LOT,15-10-16,Volkswagen
S200301871,Parking Without Authorization,East Mall Road,15-10-16,Toyota
S200301872,Parking Without Authorization,B4 LOT,15-10-16,Jeep
S200301873,Parking Without Authorization,B4 LOT,15-10-16,Toyota
S200301874,Parking Without Authorization,Ritsumeikan Lot,15-10-16,Mercendes-Benz
S200301875,Parking Without Authorization,Marine Drive Meters,15-10-16,Mazda
S200301876,Parking Without Authorization,West Parkade,15-10-16,Audi
S200301877,Parking Without Authorization,West Parkade,15-10-16,Kia
S200301878,Parking Without Authorization,Rose Garden Parkade,15-10-16,Hyundai
S200301879,Parking Without Authorization,University Centre Lot,15-10-16,Chevrolet
S200301880,Parking Without Authorization,Fraser River Parkade,15-10-16,Toyota
S200301881,Parking Without Authorization,Fraser River Parkade,15-10-16,Toyota
S200301882,Parking Without Authorization,Fraser River Parkade,15-10-16,Honda
S200301883,Parking Without Authorization,Fraser River Parkade,15-10-16,Toyota
S200301884,Parking Without Authorization,Totem Meters,15-10-16,Toyota
S200301885,Parking Without Authorization,University Boulevard,15-10-16,Acura
S200301886,Parking Without Authorization,Wesbrook Mall,15-10-16,Honda
S200301887,Parking Without Authorization,Wesbrook Mall,15-10-16,Dodge
S200301888,Parking Without Authorization,West Parkade,15-10-16,Toyota
S200301889,Parking Without Authorization,Marine Drive Meters,15-10-16,Chrysler
S200301890,Parking Without Authorization,Marine Drive Meters,15-10-16,Volvo
S200301891,Parking Without Authorization,Marine Drive Meters,15-10-17,Volkswagen
S200301892,Parking Without Authorization,Marine Drive Lot,15-10-17,Mazda
S200301893,Parking Without Authorization,Marine Drive Lot,15-10-17,Ford
S200301894,Parking Without Authorization,West Parkade,15-10-17,Land Rover
S200301895,Parking Without Authorization,West Parkade,15-10-17,Ford
S200301896,Parking Without Authorization,West Parkade,15-10-17,Suzuki
S200301897,Parking Without Authorization,Law Lot,15-10-18,Hyundai
S200301898,Parking Without Authorization,University Boulevard,15-10-18,Volkswagen
S200301899,Parking Without Authorization,University Boulevard,15-10-18,Honda
S200301900,Parking Without Authorization,University Boulevard,15-10-18,Chevrolet
S200301901,Parking Without Authorization,University Boulevard,15-10-18,Audi
S200301902,Parking Without Authorization,University Boulevard,15-10-18,Honda
S200301903,Parking Without Authorization,Strangway Parking Lot,15-10-18,Acura
S200301904,Parking Without Authorization,Stadium Lot,15-10-18,Mercendes-Benz
S200301905,Parking Without Authorization,Stadium Lot,15-10-18,Audi
S200301906,Parking Without Authorization,B7 Lot,15-10-18,Lexus
S200301907,Parking Without Authorization,B7 Lot,15-10-18,Mazda
S200301908,Parking Without Authorization,Stadium Lot,15-10-18,Mercendes-Benz
S200301909,Parking Without Authorization,Stadium Lot,15-10-18,BMW
S200301910,Parking Without Authorization,Stadium Lot,15-10-18,Jeep
S200301911,Parking Without Authorization,Stadium Lot,15-10-18,Honda
S200301912,Parking Without Authorization,Stadium Lot,15-10-18,Toyota
S200301913,Parking Without Authorization,Stadium Lot,15-10-18,Lexus
S200301914,Parking Without Authorization,Stadium Lot,15-10-18,Honda
S200301915,Parking Without Authorization,Stadium Lot,15-10-18,Nissan
S200301916,Parking Without Authorization,Health Sciences Parkade,15-10-18,Mini
S200301917,Parking Without Authorization,Michael Smith Meters,15-10-18,Honda
S200301918,Parking Without Authorization,Acute Care Unit Lot,15-10-18,Toyota
S200301919,Parking Without Authorization,Acute Care Unit Lot,15-10-18,Chrysler
S200301920,Parking Without Authorization,Acute Care Unit Lot,15-10-18,Jeep
S200301921,Parking in Improper Location,University Boulevard,15-10-18,Honda
S200301922,Parking Without Authorization,University Boulevard,15-10-18,Fiat
S200301923,Parking Without Authorization,North Parkade,15-10-18,Nissan
S200301924,Parking Without Authorization,North Parkade,15-10-18,Mini
S200301925,Parking Without Authorization,Law Lot,15-10-18,Volkswagen
S200301926,Parking Without Authorization,North Parkade,15-10-18,Honda
S200301927,Vehicle in Service Zone,Walter Gage Road,15-10-18,Toyota
S200301928,Parking Without Authorization,Acute Care Unit Lot,15-10-18,Honda
S200301929,Parking Without Authorization,Acute Care Unit Lot,15-10-18,Cadillac
S200301930,Parking Without Authorization,Acute Care Unit Lot,15-10-18,Land Rover
S200301931,Parking Without Authorization,Stadium Lot,15-10-18,Nissan
S200301932,Parking Without Authorization,Stadium Lot,15-10-18,Toyota
S200301933,Parking Without Authorization,Stadium Lot,15-10-18,Chrysler
S200301934,Parking Without Authorization,East Mall Road,15-10-18,Honda
S200301935,Parking Without Authorization,East Mall Road,15-10-18,Chevrolet
S200301936,Parking Without Authorization,East Mall Road,15-10-18,BMW
S200301937,Parking Without Authorization,East Mall Road,15-10-18,Volvo
S200301938,Parking Without Authorization,Winter Sports Lot,15-10-18,Dodge
S200301939,Parking Without Authorization,MOA Lot,15-10-19,Toyota
S200301940,Parking Without Authorization,Fraser River Parkade,15-10-19,Subaru
S200301941,Parking Without Authorization,Fraser River Parkade,15-10-19,Volkswagen
S200301942,Parking Without Authorization,West Parkade,15-10-19,Pontiac
S200301943,Parking Without Authorization,West Parkade,15-10-19,Ford
S200301944,Parking Without Authorization,Rose Garden Parkade,15-10-19,Saturn
S200301945,Parking Without Authorization,Marine Drive Meters,15-10-19,Nissan
S200301946,Parking Without Authorization,Marine Drive Meters,15-10-19,Mercendes-Benz
S200301947,Parking Without Authorization,Old Fire Hall Meters,15-10-19,Toyota
S200301948,Parking Without Authorization,Fraser River Parkade,15-10-19,Audi
S200301949,Parking Without Authorization,Fraser River Parkade,15-10-19,Lexus
S200301950,Parking Without Authorization,West Parkade,15-10-19,Honda
S200301951,Parking Without Authorization,West Parkade,15-10-19,Honda
S200301952,Parking Without Authorization,West Parkade,15-10-19,Fiat
S200301953,Parking Without Authorization,West Parkade,15-10-19,Volvo
S200301954,Parking Without Authorization,West Parkade,15-10-19,Porsche
S200301955,Parking Without Authorization,West Parkade,15-10-19,Volkswagen
S200301956,Parking Without Authorization,Rose Garden Parkade,15-10-19,Volkswagen
S200301957,Parking Without Authorization,West Parkade,15-10-19,BMW
S200301958,Parking Without Authorization,Winter Sports Lot,15-10-19,Toyota
S200301959,Parking Without Authorization,Winter Sports Lot,15-10-19,Toyota
S200301960,Parking Without Authorization,Winter Sports Lot,15-10-19,BMW
S200301961,Vehicle in Service Zone,Totem Park Residence,15-10-20,Mazda
S200301962,Parking Without Authorization,Thunderbird Parkade,15-10-20,Honda
S200301963,Parking Without Authorization,Fraser River Parkade,15-10-20,Toyota
S200301964,Parking Without Authorization,Fraser River Parkade,15-10-20,Toyota
S200301965,Parking Without Authorization,Fraser River Parkade,15-10-20,Infiniti
S200301966,Parking Without Authorization,Fraser River Parkade,15-10-20,Nissan
S200301967,Parking Without Authorization,Marine Drive Lot,15-10-20,Lexus
S200301968,Parking Without Authorization,Sauder Lane,15-10-20,Ford
S200301969,Parking Without Authorization,West Parkade,15-10-20,Honda
S200301970,Parking Without Authorization,West Parkade,15-10-20,Audi
S200301971,Parking Without Authorization,West Parkade,15-10-20,Audi
S200301972,Parking Without Authorization,West Parkade,15-10-20,Audi
S200301973,Parking in Improper Location,West Mall Road,15-10-20,Ford
S200301974,Parking Without Authorization,University Centre Lot,15-10-20,Ford
S200301975,Parking Without Authorization,MOA Lot,15-10-20,Hyundai
S200301976,Parking Without Authorization,University Boulevard,15-10-20,Chevrolet
S200301977,Parking Without Authorization,Totem Meters,15-10-20,Mercendes-Benz
S200301978,Parking Without Authorization,Ritsumeikan Lot,15-10-22,Toyota
S200301979,Parking Without Authorization,Fraser River Parkade,15-10-22,Honda
S200301980,Parking Without Authorization,Fraser River Parkade,15-10-22,Buick
S200301981,Parking Without Authorization,Fraser River Parkade,15-10-22,Nissan
S200301982,Parking Without Authorization,Fraser River Parkade,15-10-22,Honda
S200301983,Parking Without Authorization,West Parkade,15-10-22,Honda
S200301984,Parking Without Authorization,West Parkade,15-10-22,Toyota
S200301985,Parking Without Authorization,Marine Drive Meters,15-10-22,Infiniti
S200301986,Parking Without Authorization,University Centre Lot,15-10-22,Jeep
S200301987,Parking Without Authorization,Memorial Lot,15-10-22,Honda
S200301988,Parking Without Authorization,Ritsumeikan Lot,15-10-22,Honda
S200301989,Parking Without Authorization,Rose Garden Parkade,15-10-22,Toyota
S200301990,Parking Without Authorization,University Boulevard,15-10-22,Honda
S200301991,Parking Without Authorization,Strangway Parking Lot,15-10-22,Chrysler
S200301992,Parking Without Authorization,Acute Care Unit Lot,15-10-22,Nissan
S200301993,Parking Without Authorization,Acute Care Unit Lot,15-10-22,Honda
S200301994,Parking Without Authorization,University Boulevard,15-10-22,Ford
S200301995,Parking Without Authorization,Marine Drive Meters,15-10-22,Land Rover
S200301996,Parking Without Authorization,West Parkade,15-10-22,Acura
S200301997,Parking Without Authorization,Marine Drive Lot,15-10-23,Volkswagen
S200301998,Parking Without Authorization,Fraser River Parkade,15-10-23,BMW
S200301999,Parking Without Authorization,Fraser River Parkade,15-10-23,Honda
S200302000,Parking Without Authorization,Fraser River Parkade,15-10-23,Ford
S200302001,Parking Without Authorization,West Parkade,15-10-23,Jeep
S200302002,Parking Without Authorization,West Parkade,15-10-23,Audi
S200302003,Parking Without Authorization,West Parkade,15-10-23,SmartCar
S200302004,Parking Without Authorization,MOA Lot,15-10-23,Hyundai
S200302005,Parking Without Authorization,Rose Garden Parkade,15-10-23,Dodge
S200302006,Parking Without Authorization,Thunderbird Crescent,15-10-23,Land Rover
S200302007,Parking Without Authorization,Armouries Lot,15-10-23,Hyundai
S200302008,Parking Without Authorization,Marine Drive Meters,15-10-23,Honda
S200302009,Parking Without Authorization,West Parkade,15-10-23,Fiat
S200302010,Parking Without Authorization,Fraser River Parkade,15-10-23,Subaru
S200302011,Parking Without Authorization,Fraser River Parkade,15-10-23,BMW
S200302012,Parking Without Authorization,Fraser River Parkade,15-10-23,Chevrolet
S200302013,Parking Without Authorization,Fraser River Parkade,15-10-23,Toyota
S200302014,Parking Without Authorization,Fraser River Parkade,15-10-23,Toyota
S200302015,Parking Without Authorization,Rose Garden Parkade,15-10-23,Nissan
S200302016,Parking Without Authorization,Rose Garden Parkade,15-10-23,Honda
S200302017,Parking Without Authorization,Rose Garden Parkade,15-10-23,BMW
S200302018,Parking Without Authorization,Rose Garden Parkade,15-10-23,Nissan
S200302019,Parking Without Authorization,Rose Garden Parkade,15-10-23,Honda
S200302020,Parking Without Authorization,Rose Garden Parkade,15-10-23,Lexus
S200302021,Parking Without Authorization,Rose Garden Parkade,15-10-23,Mercendes-Benz
S200302022,Parking Without Authorization,Rose Garden Parkade,15-10-23,Acura
S200302023,Parking Without Authorization,Rose Garden Parkade,15-10-23,Dodge
S200302024,Parking Without Authorization,Marine Drive Meters,15-10-23,Lexus
S200302025,Parking Without Authorization,Ritsumeikan Lot,15-10-23,Lexus
S200302026,Parking Without Authorization,Stadium Lot,15-10-25,Nissan
S200302027,Parking Without Authorization,Stadium Lot,15-10-25,Honda
S200302028,Parking Without Authorization,East Mall Road,15-10-25,Toyota
S200302029,Parking Without Authorization,East Mall Road,15-10-25,General Motors
S200302030,Parking Without Authorization,East Mall Road,15-10-25,Mazda
S200302031,Parking Without Authorization,East Mall Road,15-10-25,Lexus
S200302032,Parking Without Authorization,Winter Sports Lot,15-10-25,Land Rover
S200302033,Parking Without Authorization,Winter Sports Lot,15-10-25,Audi
S200302034,Parking Without Authorization,Winter Sports Lot,15-10-25,Fiat
S200302035,Parking Without Authorization,Thunderbird Parkade,15-10-25,Mercendes-Benz
S200302036,Parking Without Authorization,Thunderbird Parkade,15-10-25,Kia
S200302037,Parking Without Authorization,Walter Gage Road,15-10-25,Ford
S200302038,Parking Without Authorization,Law Lot,15-10-25,Tesla
S200302039,Parking Without Authorization,Law Lot,15-10-25,Mazda
S200302040,Parking Without Authorization,Buchanan Meters,15-10-25,Lexus
S200302041,Parking Without Authorization,Buchanan Meters,15-10-25,Mazda
S200302042,Parking Without Authorization,East Mall Road,15-10-25,Toyota
S200302043,Parking Without Authorization,East Mall Road,15-10-25,Subaru
S200302044,Parking Without Authorization,East Mall Road,15-10-25,Ford
S200302045,Parking Without Authorization,East Mall Road,15-10-25,Toyota
S200302047,Parking Without Authorization,Winter Sports Lot,15-10-25,BMW
S200302048,Parking Without Authorization,Winter Sports Lot,15-10-25,Volkswagen
S200302049,Parking Without Authorization,Winter Sports Lot,15-10-25,Mercendes-Benz
S200302050,Parking in Improper Location,Totem Meters,15-10-25,Mazda
S200302051,Parking Without Authorization,Marine Drive Lot,15-10-25,Toyota
S200302052,Parking Without Authorization,West Parkade,15-10-25,Honda
S200302053,Vehicle in Service Zone,Marine Drive Residences,15-10-25,Dodge
S200302054,Parking Without Authorization,Stadium Lot,15-10-25,Hyundai
S200302055,Parking Without Authorization,Stadium Lot,15-10-25,Mazda
S200302056,Parking Without Authorization,Stadium Lot,15-10-25,Acura
S200302057,Parking Without Authorization,East Mall Road,15-10-25,Dodge
S200302058,Parking Without Authorization,East Mall Road,15-10-25,Volkswagen
S200302059,Parking Without Authorization,East Mall Road,15-10-25,Pontiac
S200302060,Parking Without Authorization,Winter Sports Lot,15-10-25,Chrysler
S200302061,Parking Without Authorization,Winter Sports Lot,15-10-25,Subaru
S200302062,Parking Without Authorization,Winter Sports Lot,15-10-25,Mini
S200302063,Parking in Improper Location,Wright Field Lot,15-10-25,Nissan
S200302064,Parking in Improper Location,Wright Field Lot,15-10-25,Isuzu
S200302065,Parking Without Authorization,Acute Care Unit Lot,15-10-25,Mini
S200302066,Parking Without Authorization,North Parkade,15-10-25,Mazda
S200302067,Parking Without Authorization,North Parkade,15-10-25,Mazda
S200302068,Parking Without Authorization,North Parkade,15-10-25,Mercendes-Benz
S200302069,Parking Without Authorization,North Parkade,15-10-25,Land Rover
S200302070,Parking Without Authorization,University Boulevard,15-10-25,Mercendes-Benz
S200302071,Parking Without Authorization,East Mall Road,15-10-25,Volvo
S200302072,Parking Without Authorization,Winter Sports Lot,15-10-25,Mazda
S200302073,Parking Without Authorization,Winter Sports Lot,15-10-25,Ford
S200302074,Parking Without Authorization,Winter Sports Lot,15-10-25,Honda
S200302075,Parking Without Authorization,Health Sciences Parkade,15-10-26,Mazda
S200302076,Parking Without Authorization,Health Sciences Parkade,15-10-26,Toyota
S200302077,Parking Without Authorization,Health Sciences Parkade,15-10-26,Toyota
S200302078,Parking Without Authorization,Health Sciences Parkade,15-10-26,Ford
S200302079,Parking Without Authorization,Health Sciences Parkade,15-10-26,Mini
S200302080,Parking Without Authorization,Health Sciences Parkade,15-10-26,Toyota
S200302081,Parking Without Authorization,Health Sciences Parkade,15-10-26,Toyota
S200302082,Parking Without Authorization,Thunderbird Parkade,15-10-26,Porsche
S200302083,Parking Without Authorization,Thunderbird Parkade,15-10-26,Audi
S200302084,Parking Without Authorization,Thunderbird Parkade,15-10-26,Ford
S200302085,Parking Without Authorization,Thunderbird Parkade,15-10-26,Lexus
S200302086,Parking Without Authorization,North Parkade,15-10-26,Toyota
S200302087,Parking Without Authorization,North Parkade,15-10-26,Mazda
S200302088,Parking Without Authorization,Thunderbird Parkade,15-10-26,Dodge
S200302089,Parking Without Authorization,Thunderbird Parkade,15-10-26,Acura
S200302090,Parking Without Authorization,Thunderbird Parkade,15-10-26,Toyota
S200302091,Parking Without Authorization,Thunderbird Parkade,15-10-26,BMW
S200302092,Parking Without Authorization,Health Sciences Parkade,15-10-26,BMW
S200302093,Parking Without Authorization,North Parkade,15-10-26,Mercendes-Benz
S200302094,Parking Without Authorization,Thunderbird Parkade,15-10-26,Jeep
S200302095,Parking Without Authorization,Health Sciences Parkade,15-10-26,Porsche
S200302096,Parking Without Authorization,Health Sciences Parkade,15-10-27,Toyota
S200302097,Parking Without Authorization,Health Sciences Parkade,15-10-27,Yamaha
S200302098,Parking Without Authorization,Health Sciences Parkade,15-10-27,Toyota
S200302099,Parking Without Authorization,Thunderbird Parkade,15-10-27,Hyundai
S200302100,Parking Without Authorization,Thunderbird Parkade,15-10-27,Mercendes-Benz
S200302101,Parking Without Authorization,North Parkade,15-10-27,Mercendes-Benz
S200302102,Parking Without Authorization,North Parkade,15-10-27,Mazda
S200302103,Parking Without Authorization,North Parkade,15-10-27,Toyota
S200302104,Parking Without Authorization,GSAB Lot,15-10-27,Dodge
S200302105,Parking Without Authorization,North Parkade,15-10-27,Nissan
S200302106,Parking Without Authorization,North Parkade,15-10-27,Ford
S200302107,Vehicle in Service Zone,Memorial Gym,15-10-27,Toyota
S200302108,Vehicle in Service Zone,Memorial Gym,15-10-27,BMW
S200302109,Vehicle in Service Zone,Memorial Gym,15-10-27,Kia
S200302110,Parking Without Authorization,Thunderbird Parkade,15-10-27,Mazda
S200302111,Parking Without Authorization,Thunderbird Parkade,15-10-27,Mazda
S200302112,Parking Without Authorization,East Mall Road,15-10-28,Toyota
S200302113,Parking Without Authorization,East Mall Road,15-10-28,Ford
S200302114,Parking Without Authorization,North Parkade,15-10-28,Mercendes-Benz
S200302115,Parking Without Authorization,North Parkade,15-10-28,Audi
S200302116,Parking Without Authorization,North Parkade,15-10-28,Mercendes-Benz
S200302117,Vehicle in Service Zone,Walter Gage Road,15-10-28,Cadillac
S200302118,Parking Without Authorization,North Parkade,15-10-28,Honda
S200302119,Parking Without Authorization,Health Sciences Parkade,15-10-28,Jaguar
S200302120,Parking Without Authorization,Health Sciences Parkade,15-10-28,Hyundai
S200302121,Parking Without Authorization,Health Sciences Parkade,15-10-28,Subaru
S200302122,Parking Without Authorization,Health Sciences Parkade,15-10-28,Nissan
S200302123,Parking Without Authorization,Health Sciences Parkade,15-10-28,Hyundai
S200302124,Parking Without Authorization,Thunderbird Parkade,15-10-28,Toyota
S200302125,Parking Without Authorization,Thunderbird Parkade,15-10-28,Toyota
S200302126,Parking Without Authorization,Buchanan Meters,15-10-28,Kia
S200302127,Parking Without Authorization,Law Lot,15-10-28,Lexus
S200302128,Parking Without Authorization,North Parkade,15-10-28,Honda
S200302129,Parking Without Authorization,North Parkade,15-10-28,Honda
S200302130,Parking Without Authorization,North Parkade,15-10-28,Nissan
S200302131,Parking Without Authorization,North Parkade,15-10-28,Toyota
S200302132,Parking Without Authorization,North Parkade,15-10-28,Porsche
S200302133,Parking Without Authorization,Acute Care Unit Lot,15-10-28,Mercendes-Benz
S200302134,Parking Without Authorization,Acute Care Unit Lot,15-10-28,Volvo
S200302135,Parking Without Authorization,Thunderbird Parkade,15-10-28,Ford
S200302136,Parking Without Authorization,Thunderbird Parkade,15-10-28,Toyota
S200302137,Parking Without Authorization,Michael Smith Meters,15-10-28,Mitsubishi
S200302138,Parking Without Authorization,Acute Care Unit Lot,15-10-28,Mercendes-Benz
S200302139,Parking Without Authorization,Buchanan Meters,15-10-28,Tesla
S200302140,Parking Without Authorization,Buchanan Meters,15-10-28,Toyota
S200302141,Parking Without Authorization,University Boulevard,15-10-28,Chevrolet
S200302142,Parking Without Authorization,Acute Care Unit Lot,15-10-29,Hyundai
S200302143,Parking Without Authorization,Acute Care Unit Lot,15-10-29,Honda
S200302144,Parking Without Authorization,Acute Care Unit Lot,15-10-29,Land Rover
S200302145,Parking Without Authorization,Strangway Parking Lot,15-10-29,Honda
S200302146,Parking Without Authorization,Health Sciences Parkade,15-10-29,Chevrolet
S200302147,Parking Without Authorization,Health Sciences Parkade,15-10-29,Mercendes-Benz
S200302148,Parking Without Authorization,Health Sciences Parkade,15-10-29,Acura
S200302149,Parking Without Authorization,Walter Gage Road,15-10-29,Volkswagen
S200302150,Parking Without Authorization,Law Lot,15-10-29,Ford
S200302151,Parking Without Authorization,Buchanan Meters,15-10-29,Chevrolet
S200302152,Parking Without Authorization,Buchanan Meters,15-10-29,BMW
S200302153,Parking Without Authorization,Buchanan Meters,15-10-29,Ford
S200302154,Parking Without Authorization,North Parkade,15-10-29,Toyota
S200302155,Parking Without Authorization,Acute Care Unit Lot,15-10-29,Toyota
S200302156,Parking Without Authorization,Agronomy Road,15-10-29,Lexus
S200302157,Parking Without Authorization,Health Sciences Parkade,15-10-29,Subaru
S200302158,Parking Without Authorization,Michael Smith Meters,15-10-29,Honda
S200302159,Parking Without Authorization,Walter Gage Road,15-10-29,Porsche
S200302160,Parking Without Authorization,North Parkade,15-10-29,Mercury
S200302161,Parking Without Authorization,Agronomy Road,15-10-29,Toyota
S200302162,Parking Without Authorization,Acute Care Unit Lot,15-10-30,Hyundai
