CON_TICKET_ID,VIC_DESCRIPTION,CLM_DESCRIPTION,CON_ISSUE_DATE,VKL_DESCRIPTION
1S02880,Parking in Improper Location,University Boulevard,15-06-03,Toyota
1S02881,Parking in Improper Location,Wesbrook Mall,15-06-03,See Comments
1S02882,Parking in Improper Location,Marine Drive Residences,15-06-03,Ford
1S02883,Parking Without Authorization,Powerhouse Road,15-06-03,Mercendes-Benz
1S02884,Parking Without Authorization,Old Fire Hall Meters,15-06-03,Infiniti
1S02885,Expired Time,MOA Lot,15-06-03,Subaru
1S02886,Parking Without Authorization,MOA Lot,15-06-03,Volkswagen
1S02887,Parking Without Authorization,Fraser River Parkade,15-06-03,Audi
1S02888,Expired Time,Fraser River Parkade,15-06-03,Subaru
1S02889,Parking Without Authorization,Rose Garden Parkade,15-06-03,Ford
1S02890,Parking Without Authorization,Rose Garden Parkade,15-06-03,Dodge
1S02891,Parking Without Authorization,Rose Garden Parkade,15-06-03,BMW
1S02892,Parking Without Authorization,Education Road,15-06-03,Toyota
1S02893,Parking Without Authorization,Rose Garden Parkade,15-06-03,Mazda
1S02894,Parking Without Authorization,Rose Garden Parkade,15-06-03,Subaru
1S02895,Parking Without Authorization,Fraser River Parkade,15-06-03,Toyota
1S02896,Parking Without Authorization,Fraser River Parkade,15-06-03,Toyota
1S02897,Parking Without Authorization,Fraser River Parkade,15-06-03,BMW
1S02898,Expired Time,Old Fire Hall Meters,15-06-03,Subaru
1S02899,Parking Without Authorization,Buchanan Meters,15-06-04,Acura
1S02900,Parking in Improper Location,East Mall Road,15-06-04,General Motors
1S02901,Expired Time,Buchanan Meters,15-06-04,Toyota
1S02902,Parking Without Authorization,Michael Smith Meters,15-06-04,Honda
1S02903,Parking Without Authorization,University Boulevard,15-06-04,Ford
1S02904,Expired Time,Ritsumeikan Lot,15-06-04,Fiat
1S02905,Parking Without Authorization,West Parkade,15-06-04,Jeep
1S02906,Parking Without Authorization,West Parkade,15-06-04,Honda
1S02907,Parking Without Authorization,West Parkade,15-06-04,Toyota
1S02908,Parking Without Authorization,West Parkade,15-06-04,Buick
1S02909,Parking Without Authorization,Armouries Lot,15-06-04,Land Rover
1S02910,Expired Time,West Parkade,15-06-04,Kia
1S02911,Expired Time,Old Fire Hall Meters,15-06-04,Audi
1S02912,Parking in Improper Location,West Mall Road,15-06-04,Toyota
1S02913,Expired Time,West Parkade,15-06-04,Volvo
1S02914,Parking Without Authorization,West Parkade,15-06-04,Acura
1S02915,Expired Time,West Parkade,15-06-04,Mazda
1S02916,Parking Without Authorization,Marine Drive Meters,15-06-04,Land Rover
1S02917,Expired Time,MOA Lot,15-06-04,Mercendes-Benz
1S02918,Parking Without Authorization,MOA Lot,15-06-04,Subaru
1S02919,Parking Without Authorization,MOA Lot,15-06-04,Mitsubishi
1S02920,Parking Without Authorization,Rose Garden Parkade,15-06-04,Toyota
1S02921,Parking Without Authorization,Rose Garden Parkade,15-06-04,Buick
1S02922,Parking Without Authorization,Rose Garden Parkade,15-06-04,Subaru
1S02923,Parking Without Authorization,Rose Garden Parkade,15-06-04,Acura
1S02924,Parking Without Authorization,Rose Garden Parkade,15-06-04,Mercendes-Benz
1S02925,Parking Without Authorization,Marine Drive Meters,15-06-04,Ford
1S02926,Parking Without Authorization,Ritsumeikan Lot,15-06-05,Mercendes-Benz
1S02927,Parking Without Authorization,Ritsumeikan Lot,15-06-05,Toyota
1S02928,Parking Without Authorization,West Parkade,15-06-05,Honda
1S02929,Parking Without Authorization,Old Fire Hall Meters,15-06-05,Mercendes-Benz
1S02930,Parking Without Authorization,University Centre Lot,15-06-05,Mercendes-Benz
1S02931,Parking Without Authorization,MOA Lot,15-06-05,Audi
1S02932,Parking Without Authorization,MOA Lot,15-06-05,Toyota
1S02933,Expired Time,MOA Lot,15-06-05,Ford
1S02934,Parking Without Authorization,University Centre Lot,15-06-05,Toyota
1S02935,Parking Without Authorization,University Centre Lot,15-06-05,Mazda
1S02936,Parking Without Authorization,Memorial Lot,15-06-05,Lexus
1S02937,Parking Without Authorization,Fraser River Parkade,15-06-05,Toyota
1S02938,Expired Time,West Parkade,15-06-05,Honda
1S02939,Expired Time,West Parkade,15-06-05,Toyota
1S02940,Parking Without Authorization,West Parkade,15-06-05,Honda
1S02941,Expired Time,West Parkade,15-06-05,Jeep
1S02942,Expired Time,West Parkade,15-06-05,Ford
1S02943,Parking Without Authorization,West Parkade,15-06-05,Mazda
1S02944,Expired Time,West Parkade,15-06-05,Chevrolet
1S02945,Parking Without Authorization,West Parkade,15-06-05,Dodge
1S02946,Parking Without Authorization,West Parkade,15-06-05,Volkswagen
1S02947,Expired Time,West Parkade,15-06-05,Acura
1S02948,Expired Time,West Parkade,15-06-05,Jeep
1S02949,Parking Without Authorization,Sauder Lane,15-06-05,Land Rover
1S02950,Parking Without Authorization,Old Fire Hall Meters,15-06-05,Dodge
1S02951,Parking Without Authorization,Rose Garden Parkade,15-06-05,Chevrolet
1S02952,Expired Time,Rose Garden Parkade,15-06-05,Dodge
1S02953,Parking Without Authorization,Rose Garden Parkade,15-06-05,Toyota
1S02954,Parking Without Authorization,Rose Garden Parkade,15-06-05,Honda
1S02955,Expired Time,Rose Garden Parkade,15-06-05,Volvo
1S02956,Expired Time,Rose Garden Parkade,15-06-05,Dodge
1S02957,Expired Time,Rose Garden Parkade,15-06-05,Ford
1S02958,Expired Time,Rose Garden Parkade,15-06-05,Volkswagen
1S02959,Expired Time,Rose Garden Parkade,15-06-05,Volkswagen
1S02960,Expired Time,Rose Garden Parkade,15-06-05,Hyundai
1S02961,Expired Time,Rose Garden Parkade,15-06-05,Oldsmobile
1S02962,Expired Time,Rose Garden Parkade,15-06-05,Chevrolet
1S02963,Expired Time,Rose Garden Parkade,15-06-05,Mazda
1S02964,Parking Without Authorization,Rose Garden Parkade,15-06-05,Acura
1S02965,Expired Time,Rose Garden Parkade,15-06-05,Honda
1S02966,Expired Time,Rose Garden Parkade,15-06-05,Lexus
1S02967,Expired Time,Rose Garden Parkade,15-06-05,Kia
1S02968,Expired Time,Rose Garden Parkade,15-06-05,Toyota
1S02969,Expired Time,Rose Garden Parkade,15-06-05,Audi
1S02970,Expired Time,Rose Garden Parkade,15-06-05,Honda
1S02971,Parking Without Authorization,Rose Garden Parkade,15-06-05,Honda
1S02972,Expired Time,Rose Garden Parkade,15-06-05,Toyota
1S02973,Parking Without Authorization,Rose Garden Parkade,15-06-05,Nissan
1S02974,Parking Without Authorization,Rose Garden Parkade,15-06-05,Honda
1S02975,Expired Time,MOA Lot,15-06-05,Honda
1S02976,Parking Without Authorization,Fraser River Parkade,15-06-06,Honda
1S02977,Parking Without Authorization,Marine Drive Lot,15-06-06,Toyota
1S02978,Parking Without Authorization,Marine Drive Meters,15-06-06,Lexus
1S02979,Parking Without Authorization,West Parkade,15-06-06,Volkswagen
1S02980,Parking Without Authorization,West Parkade,15-06-06,Nissan
1S02981,Parking Without Authorization,West Parkade,15-06-06,Mazda
1S02982,Parking Without Authorization,West Parkade,15-06-06,Ford
1S02983,Parking Without Authorization,West Parkade,15-06-06,Ford
1S02984,Parking Without Authorization,West Parkade,15-06-06,Lexus
1S02985,Parking Without Authorization,West Parkade,15-06-06,Honda
1S02986,Parking Without Authorization,West Parkade,15-06-06,Acura
1S02987,Parking Without Authorization,West Parkade,15-06-06,Dodge
1S02988,Parking Without Authorization,West Parkade,15-06-06,Plymouth
1S02989,Parking Without Authorization,West Parkade,15-06-06,Chevrolet
1S02990,Parking Without Authorization,West Parkade,15-06-06,Hyundai
1S02991,Parking Without Authorization,West Parkade,15-06-06,Saturn
1S02992,Parking Without Authorization,West Parkade,15-06-06,Mini
1S02993,Parking Without Authorization,Winter Sports Lot,15-06-06,BMW
1S02994,Parking Without Authorization,Winter Sports Lot,15-06-06,Mazda
1S02995,Parking Without Authorization,Acute Care Unit Lot,15-06-06,Mazda
1S02996,Parking Without Authorization,Acute Care Unit Lot,15-06-06,Volkswagen
1S02997,Parking Without Authorization,Law Lot,15-06-06,Toyota
1S02998,Parking in Improper Location,MOA Lot,15-06-06,Chevrolet
1S02999,Parking Without Authorization,Ritsumeikan Lot,15-06-06,Volkswagen
1S03000,Parking Without Authorization,Marine Drive Lot,15-06-06,Nissan
1S03001,Parking Without Authorization,Marine Drive Lot,15-06-06,General Motors
1S03002,Parking Without Authorization,Marine Drive Lot,15-06-06,Hyundai
1S03003,Parking Without Authorization,Marine Drive Lot,15-06-06,Hyundai
1S03004,Parking Without Authorization,Marine Drive Lot,15-06-06,Volkswagen
1S03005,Parking Without Authorization,Marine Drive Lot,15-06-06,Nissan
1S03006,Parking Without Authorization,Marine Drive Lot,15-06-06,Mazda
1S03007,Parking Without Authorization,Marine Drive Meters,15-06-06,Mazda
1S03008,Parking Without Authorization,West Parkade,15-06-06,Subaru
1S03009,Parking Without Authorization,West Parkade,15-06-06,Saturn
1S03010,Parking Without Authorization,West Parkade,15-06-06,Mazda
1S03011,Parking Without Authorization,West Parkade,15-06-06,Toyota
1S03012,Parking Without Authorization,West Parkade,15-06-06,Mazda
1S03013,Parking Without Authorization,Winter Sports Lot,15-06-06,Honda
1S03014,Expired Time,Winter Sports Lot,15-06-06,Dodge
1S03015,Parking Without Authorization,Armouries Lot,15-06-07,Volvo
1S03016,Parking Without Authorization,Marine Drive Meters,15-06-07,Chevrolet
1S03017,Parking Without Authorization,Marine Drive Meters,15-06-07,Cadillac
1S03018,Expired Time,West Parkade,15-06-07,Hyundai
1S03019,Parking Without Authorization,West Parkade,15-06-07,Mercendes-Benz
1S03020,Expired Time,West Parkade,15-06-07,Hyundai
1S03021,Parking Without Authorization,West Parkade,15-06-07,Acura
1S03022,Parking Without Authorization,West Parkade,15-06-07,Saab
1S03023,Parking Without Authorization,West Parkade,15-06-07,Volvo
1S03024,Parking Without Authorization,Winter Sports Lot,15-06-07,Land Rover
1S03025,Parking Without Authorization,Wright Field Lot,15-06-07,Volkswagen
1S03026,Parking Without Authorization,Wright Field Lot,15-06-07,Volkswagen
1S03027,Parking Without Authorization,Wesbrook Mall,15-06-07,Honda
1S03028,Parking Without Authorization,Ritsumeikan Lot,15-06-07,Honda
1S03029,Parking Without Authorization,Marine Drive Lot,15-06-07,Pontiac
1S03030,Parking Without Authorization,Marine Drive Lot,15-06-07,Chrysler
1S03031,Parking Without Authorization,Marine Drive Lot,15-06-07,Volkswagen
1S03032,Parking Without Authorization,Marine Drive Lot,15-06-07,Cadillac
1S03033,Parking Without Authorization,Marine Drive Lot,15-06-07,Volkswagen
1S03034,Parking Without Authorization,Marine Drive Lot,15-06-07,Mazda
1S03035,Parking Without Authorization,Marine Drive Lot,15-06-07,Hyundai
1S03036,Parking Without Authorization,Marine Drive Lot,15-06-07,Volkswagen
1S03037,Parking Without Authorization,West Parkade,15-06-07,Hyundai
1S03038,Parking Without Authorization,West Parkade,15-06-07,Plymouth
1S03039,Parking Without Authorization,West Parkade,15-06-07,Volkswagen
1S03040,Parking Without Authorization,West Parkade,15-06-07,Kia
1S03041,Parking Without Authorization,West Parkade,15-06-07,Volkswagen
1S03042,Expired Time,West Parkade,15-06-07,Toyota
1S03043,Expired Time,West Parkade,15-06-07,Dodge
1S03044,Parking Without Authorization,West Parkade,15-06-07,Pontiac
1S03045,Parking Without Authorization,West Parkade,15-06-07,Volkswagen
1S03046,Parking Without Authorization,West Parkade,15-06-07,Honda
1S03047,Parking Without Authorization,West Parkade,15-06-07,Infiniti
1S03048,Parking Without Authorization,West Parkade,15-06-07,Toyota
1S03049,Parking Without Authorization,West Parkade,15-06-07,Toyota
1S03050,Parking Without Authorization,West Parkade,15-06-07,Cadillac
1S03051,Parking Without Authorization,West Parkade,15-06-07,Honda
1S03052,Parking Without Authorization,West Parkade,15-06-07,Ford
1S03053,Parking Without Authorization,West Parkade,15-06-07,Chevrolet
1S03054,Parking Without Authorization,West Parkade,15-06-07,Jeep
1S03055,Parking Without Authorization,West Parkade,15-06-07,Acura
1S03056,Parking Without Authorization,West Parkade,15-06-07,Audi
1S03057,Parking Without Authorization,West Parkade,15-06-07,Volvo
1S03058,Parking in Improper Location,Donald Rix,15-06-07,Chevrolet
1S03059,Vehicle in Service Zone,Education Road,15-06-08,General Motors
1S03060,Parking in Improper Location,University Boulevard,15-06-08,Chevrolet
1S03061,Parking Without Authorization,Marine Drive Lot,15-06-08,Nissan
1S03062,Parking Without Authorization,Education Road,15-06-08,BMW
1S03063,Parking Without Authorization,Rose Garden Parkade,15-06-08,Nissan
1S03064,Parking Without Authorization,Rose Garden Parkade,15-06-08,Land Rover
1S03065,Parking Without Authorization,Michael Smith Meters,15-06-08,Honda
1S03066,Parking Without Authorization,University Boulevard,15-06-08,Subaru
1S03067,Parking Without Authorization,University Boulevard,15-06-08,Mazda
1S03068,Parking Without Authorization,Buchanan Meters,15-06-08,Mazda
1S03069,Parking Without Authorization,Michael Smith Meters,15-06-08,Toyota
1S03070,Parking Without Authorization,Health Sciences Parkade,15-06-08,Honda
1S03071,Parking Without Authorization,Health Sciences Parkade,15-06-08,Toyota
1S03072,Parking Without Authorization,Health Sciences Parkade,15-06-08,Toyota
2R02518,No Authorization Displayed,B4 LOT,15-01-02,Acura
2R02519,No Authorization Displayed,B4 LOT,15-01-02,Mercendes-Benz
2R02520,No Authorization Displayed,Marine Drive Meters,15-01-02,Audi
2R02521,No Authorization Displayed,Wright Field Lot,15-01-02,Nissan
2R02522,No Authorization Displayed,Wright Field Lot,15-01-02,Audi
2R02523,No Authorization Displayed,Wright Field Lot,15-01-02,Lexus
2R02524,No Authorization Displayed,Keremeos Court,15-01-02,Ford
2R02525,No Authorization Displayed,B4 LOT,15-01-02,Toyota
2R02526,No Authorization Displayed,Frank Forward ,15-01-02,Acura
2S00001,Parking in Improper Location,Forest Science Centre,15-01-06,Ford
2S00002,Parking in Improper Location,Forest Science Centre,15-01-06,Ford
2S00003,Parking in Improper Location,West Mall Road,15-01-06,Ford
2S00004,Parking in Improper Location,West Mall Road,15-01-06,Ford
2S00005,Expired Time,Old Fire Hall Meters,15-01-06,BMW
2S00006,Expired Time,Acute Care Unit Lot,15-01-06,Porsche
2S00007,Expired Time,Strangway Parking Lot,15-01-06,Honda
2S00008,Expired Time,Strangway Parking Lot,15-01-06,Ford
2S00009,Expired Time,Strangway Parking Lot,15-01-06,Hyundai
2S00010,Expired Time,Strangway Parking Lot,15-01-06,Toyota
2S00011,Expired Time,Acute Care Unit Lot,15-01-06,Toyota
2S00012,Expired Time,Acute Care Unit Lot,15-01-06,Honda
2S00013,Expired Time,Acute Care Unit Lot,15-01-06,Ford
2S00014,Expired Time,Acute Care Unit Lot,15-01-06,Lexus
2S00015,Expired Time,Acute Care Unit Lot,15-01-06,Mercendes-Benz
2S00016,Expired Time,Agronomy Road,15-01-06,Dodge
2S00017,Expired Time,B4 LOT,15-01-06,Volvo
2S00018,Expired Time,University Boulevard,15-01-06,Honda
2S00019,Expired Time,University Boulevard,15-01-06,Chevrolet
2S00020,Expired Time,Acute Care Unit Lot,15-01-06,Honda
2S00021,Expired Time,Acute Care Unit Lot,15-01-06,Jeep
2S00022,Parking Without Authorization,B4 LOT,15-01-07,Chevrolet
2S00023,Parking Without Authorization,Winter Sports Lot,15-01-08,BMW
2S00024,Expired Time,Acute Care Unit Lot,15-01-08,Toyota
2S00025,Parking Without Authorization,Acute Care Unit Lot,15-01-08,Volvo
2S00026,Expired Time,Acute Care Unit Lot,15-01-08,Volvo
2S00027,Parking Without Authorization,Acute Care Unit Lot,15-01-08,Ford
2S00028,Parking Without Authorization,Walter Gage Road,15-01-12,Honda
2S00029,Parking Without Authorization,University Services Bldg,15-01-12,Mitsubishi
2S00030,Parking Without Authorization,Lower Mall Road,15-01-12,Cadillac
2S00031,Parking Without Authorization,GSAB Lot,15-01-12,Dodge
2S00032,Parking Without Authorization,GSAB Lot,15-01-12,General Motors
2S00033,Parking Without Authorization,University Boulevard,15-01-12,Volkswagen
2S00034,Expired Time,Acute Care Unit Lot,15-01-13,Hyundai
2S00035,Expired Time,Acute Care Unit Lot,15-01-13,Ford
2S00036,Parking Without Authorization,Marine Drive Lot,15-01-23,Volkswagen
2S00037,Parking Without Authorization,Cecil Green Road,15-01-23,Toyota
2S00038,Parking Without Authorization,Mary Bollert Hall Lot,15-01-23,Toyota
2S00039,Parking Without Authorization,Fraser River Parkade,15-01-23,Volkswagen
2S00040,Parking Without Authorization,Fraser River Parkade,15-01-23,Honda
2S00041,Parking Without Authorization,Thunderbird Boulevard,15-01-23,Mazda
2S00042,Expired Time,GSAB Lot,15-01-23,Jeep
2S00043,Expired Time,GSAB Lot,15-01-23,Volkswagen
2S00044,Parking Without Authorization,Thunderbird Parkade,15-01-23,Subaru
2S00045,Parking Without Authorization,Memorial Lot,15-01-24,Acura
2S00046,Parking in Improper Location,Memorial Lot,15-01-24,Nissan
2S00047,No Authorization Displayed,Aquatic Centre,15-01-27,Acura
2S00048,Unauthorized Disabled Parking,Life Sciences Centre,15-02-02,Honda
2S00049,Parking Without Authorization,Marine Drive Lot,15-02-02,Mini
2S00050,Parking Without Authorization,Marine Drive Residences,15-02-02,Chevrolet
2S00051,Parking Without Authorization,Fraser River Parkade,15-02-02,Mercendes-Benz
2S00052,Expired Time,Acute Care Unit Lot,15-02-02,Ford
2S00053,Parking Without Authorization,Strangway Parking Lot,15-02-02,Audi
2S00054,Expired Time,Buchanan Meters,15-02-02,Honda
2S00055,Parking Without Authorization,GSAB Lot,15-02-02,Ford
2S00056,Parking Without Authorization,Walter Gage Road,15-02-03,Scion
2S00057,Expired Time,Buchanan Meters,15-02-03,Honda
2S00058,Expired Time,Old Fire Hall Meters,15-02-03,General Motors
2S00059,Parking Without Authorization,Old Fire Hall Meters,15-02-03,Nissan
2S00060,Parking Without Authorization,University Boulevard,15-02-03,Audi
2S00061,Parking Without Authorization,Buchanan Meters,15-02-03,Audi
2S00062,Parking Without Authorization,Buchanan Meters,15-02-03,Infiniti
2S00063,Parking Without Authorization,Armouries Lot,15-02-03,SmartCar
2S00064,Parking Without Authorization,Armouries Lot,15-02-03,Scion
2S00065,Parking Without Authorization,Purdy Pavillion,15-02-04,Honda
2S00066,Parking Without Authorization,Acute Care Unit Lot,15-02-04,Toyota
2S00067,Parking Without Authorization,Strangway Parking Lot,15-02-04,Subaru
2S00068,Parking Without Authorization,GSAB Lot,15-02-04,Toyota
